peak_order,sample_index,milliseconds,timestamp
6859,975305,4876525.0,2022-12-12 16:55:29.525000
6860,975449,4877245.0,2022-12-12 16:55:30.245000
6861,975590,4877950.0,2022-12-12 16:55:30.950000
6862,975741,4878705.0,2022-12-12 16:55:31.705000
6863,975898,4879490.0,2022-12-12 16:55:32.490000
6864,976054,4880270.0,2022-12-12 16:55:33.270000
6865,976210,4881050.0,2022-12-12 16:55:34.050000
6866,976363,4881815.0,2022-12-12 16:55:34.815000
6867,976513,4882565.0,2022-12-12 16:55:35.565000
6868,976662,4883310.0,2022-12-12 16:55:36.310000
6869,976808,4884040.0,2022-12-12 16:55:37.040000
6870,976949,4884745.0,2022-12-12 16:55:37.745000
6871,977090,4885450.0,2022-12-12 16:55:38.450000
6872,977227,4886135.0,2022-12-12 16:55:39.135000
6873,977366,4886830.0,2022-12-12 16:55:39.830000
6874,977504,4887520.0,2022-12-12 16:55:40.520000
6875,977651,4888255.0,2022-12-12 16:55:41.255000
6876,977799,4888995.0,2022-12-12 16:55:41.995000
6877,977951,4889755.0,2022-12-12 16:55:42.755000
6878,978107,4890535.0,2022-12-12 16:55:43.535000
6879,978261,4891305.0,2022-12-12 16:55:44.305000
6880,978414,4892070.0,2022-12-12 16:55:45.070000
6881,978567,4892835.0,2022-12-12 16:55:45.835000
6882,978718,4893590.0,2022-12-12 16:55:46.590000
6883,978860,4894300.0,2022-12-12 16:55:47.300000
6884,978996,4894980.0,2022-12-12 16:55:47.980000
6885,979132,4895660.0,2022-12-12 16:55:48.660000
6886,979268,4896340.0,2022-12-12 16:55:49.340000
6887,979406,4897030.0,2022-12-12 16:55:50.030000
6888,979543,4897715.0,2022-12-12 16:55:50.715000
6889,979678,4898390.0,2022-12-12 16:55:51.390000
6890,979827,4899135.0,2022-12-12 16:55:52.135000
6891,979959,4899795.0,2022-12-12 16:55:52.795000
6892,980096,4900480.0,2022-12-12 16:55:53.480000
6893,980232,4901160.0,2022-12-12 16:55:54.160000
6894,980364,4901820.0,2022-12-12 16:55:54.820000
6895,980494,4902470.0,2022-12-12 16:55:55.470000
6896,980643,4903215.0,2022-12-12 16:55:56.215000
6897,980775,4903875.0,2022-12-12 16:55:56.875000
6898,980923,4904615.0,2022-12-12 16:55:57.615000
6899,981058,4905290.0,2022-12-12 16:55:58.290000
6900,981207,4906035.0,2022-12-12 16:55:59.035000
6901,981342,4906710.0,2022-12-12 16:55:59.710000
6902,981477,4907385.0,2022-12-12 16:56:00.385000
6903,981610,4908050.0,2022-12-12 16:56:01.050000
6904,981749,4908745.0,2022-12-12 16:56:01.745000
6905,981884,4909420.0,2022-12-12 16:56:02.420000
6906,982014,4910070.0,2022-12-12 16:56:03.070000
6907,982143,4910715.0,2022-12-12 16:56:03.715000
6908,982272,4911360.0,2022-12-12 16:56:04.360000
6909,982404,4912020.0,2022-12-12 16:56:05.020000
6910,982534,4912670.0,2022-12-12 16:56:05.670000
6911,982667,4913335.0,2022-12-12 16:56:06.335000
6912,982802,4914010.0,2022-12-12 16:56:07.010000
6913,982940,4914700.0,2022-12-12 16:56:07.700000
6914,983077,4915385.0,2022-12-12 16:56:08.385000
6915,983215,4916075.0,2022-12-12 16:56:09.075000
6916,983362,4916810.0,2022-12-12 16:56:09.810000
6917,983496,4917480.0,2022-12-12 16:56:10.480000
6918,983651,4918255.0,2022-12-12 16:56:11.255000
6919,983805,4919025.0,2022-12-12 16:56:12.025000
6920,983956,4919780.0,2022-12-12 16:56:12.780000
6921,984097,4920485.0,2022-12-12 16:56:13.485000
6922,984235,4921175.0,2022-12-12 16:56:14.175000
6923,984368,4921840.0,2022-12-12 16:56:14.840000
6924,984505,4922525.0,2022-12-12 16:56:15.525000
6925,984641,4923205.0,2022-12-12 16:56:16.205000
6926,984775,4923875.0,2022-12-12 16:56:16.875000
6927,984905,4924525.0,2022-12-12 16:56:17.525000
6928,985052,4925260.0,2022-12-12 16:56:18.260000
6929,985183,4925915.0,2022-12-12 16:56:18.915000
6930,985315,4926575.0,2022-12-12 16:56:19.575000
6931,985450,4927250.0,2022-12-12 16:56:20.250000
6932,985587,4927935.0,2022-12-12 16:56:20.935000
6933,985724,4928620.0,2022-12-12 16:56:21.620000
6934,985859,4929295.0,2022-12-12 16:56:22.295000
6935,985996,4929980.0,2022-12-12 16:56:22.980000
6936,986134,4930670.0,2022-12-12 16:56:23.670000
6937,986269,4931345.0,2022-12-12 16:56:24.345000
6938,986402,4932010.0,2022-12-12 16:56:25.010000
6939,986551,4932755.0,2022-12-12 16:56:25.755000
6940,986701,4933505.0,2022-12-12 16:56:26.505000
6941,986853,4934265.0,2022-12-12 16:56:27.265000
6942,987005,4935025.0,2022-12-12 16:56:28.025000
6943,987155,4935775.0,2022-12-12 16:56:28.775000
6944,987292,4936460.0,2022-12-12 16:56:29.460000
6945,987427,4937135.0,2022-12-12 16:56:30.135000
6946,987562,4937810.0,2022-12-12 16:56:30.810000
6947,987699,4938495.0,2022-12-12 16:56:31.495000
6948,987834,4939170.0,2022-12-12 16:56:32.170000
6949,987965,4939825.0,2022-12-12 16:56:32.825000
6950,988096,4940480.0,2022-12-12 16:56:33.480000
6951,988232,4941160.0,2022-12-12 16:56:34.160000
6952,988369,4941845.0,2022-12-12 16:56:34.845000
6953,988501,4942505.0,2022-12-12 16:56:35.505000
6954,988632,4943160.0,2022-12-12 16:56:36.160000
6955,988784,4943920.0,2022-12-12 16:56:36.920000
6956,988921,4944605.0,2022-12-12 16:56:37.605000
6957,989056,4945280.0,2022-12-12 16:56:38.280000
6958,989186,4945930.0,2022-12-12 16:56:38.930000
6959,989319,4946595.0,2022-12-12 16:56:39.595000
6960,989449,4947245.0,2022-12-12 16:56:40.245000
6961,989581,4947905.0,2022-12-12 16:56:40.905000
6962,989712,4948560.0,2022-12-12 16:56:41.560000
6963,989844,4949220.0,2022-12-12 16:56:42.220000
6964,989977,4949885.0,2022-12-12 16:56:42.885000
6965,990109,4950545.0,2022-12-12 16:56:43.545000
6966,990239,4951195.0,2022-12-12 16:56:44.195000
6967,990366,4951830.0,2022-12-12 16:56:44.830000
6968,990505,4952525.0,2022-12-12 16:56:45.525000
6969,990637,4953185.0,2022-12-12 16:56:46.185000
6970,990767,4953835.0,2022-12-12 16:56:46.835000
6971,990922,4954610.0,2022-12-12 16:56:47.610000
6972,991073,4955365.0,2022-12-12 16:56:48.365000
6973,991222,4956110.0,2022-12-12 16:56:49.110000
6974,991374,4956870.0,2022-12-12 16:56:49.870000
6975,991526,4957630.0,2022-12-12 16:56:50.630000
6976,991667,4958335.0,2022-12-12 16:56:51.335000
6977,991806,4959030.0,2022-12-12 16:56:52.030000
6978,991944,4959720.0,2022-12-12 16:56:52.720000
6979,992083,4960415.0,2022-12-12 16:56:53.415000
6980,992220,4961100.0,2022-12-12 16:56:54.100000
6981,992354,4961770.0,2022-12-12 16:56:54.770000
6982,992493,4962465.0,2022-12-12 16:56:55.465000
6983,992631,4963155.0,2022-12-12 16:56:56.155000
6984,992762,4963810.0,2022-12-12 16:56:56.810000
6985,992916,4964580.0,2022-12-12 16:56:57.580000
6986,993064,4965320.0,2022-12-12 16:56:58.320000
6987,993211,4966055.0,2022-12-12 16:56:59.055000
6988,993353,4966765.0,2022-12-12 16:56:59.765000
6989,993493,4967465.0,2022-12-12 16:57:00.465000
6990,993632,4968160.0,2022-12-12 16:57:01.160000
6991,993768,4968840.0,2022-12-12 16:57:01.840000
6992,993904,4969520.0,2022-12-12 16:57:02.520000
6993,994037,4970185.0,2022-12-12 16:57:03.185000
6994,994171,4970855.0,2022-12-12 16:57:03.855000
6995,994303,4971515.0,2022-12-12 16:57:04.515000
6996,994431,4972155.0,2022-12-12 16:57:05.155000
6997,994561,4972805.0,2022-12-12 16:57:05.805000
6998,994690,4973450.0,2022-12-12 16:57:06.450000
6999,994818,4974090.0,2022-12-12 16:57:07.090000
7000,994946,4974730.0,2022-12-12 16:57:07.730000
7001,995076,4975380.0,2022-12-12 16:57:08.380000
7002,995207,4976035.0,2022-12-12 16:57:09.035000
7003,995344,4976720.0,2022-12-12 16:57:09.720000
7004,995493,4977465.0,2022-12-12 16:57:10.465000
7005,995630,4978150.0,2022-12-12 16:57:11.150000
7006,995767,4978835.0,2022-12-12 16:57:11.835000
7007,995906,4979530.0,2022-12-12 16:57:12.530000
7008,996059,4980295.0,2022-12-12 16:57:13.295000
7009,996204,4981020.0,2022-12-12 16:57:14.020000
7010,996344,4981720.0,2022-12-12 16:57:14.720000
7011,996484,4982420.0,2022-12-12 16:57:15.420000
7012,996627,4983135.0,2022-12-12 16:57:16.135000
7013,996764,4983820.0,2022-12-12 16:57:16.820000
7014,996902,4984510.0,2022-12-12 16:57:17.510000
7015,997040,4985200.0,2022-12-12 16:57:18.200000
7016,997177,4985885.0,2022-12-12 16:57:18.885000
7017,997315,4986575.0,2022-12-12 16:57:19.575000
7018,997452,4987260.0,2022-12-12 16:57:20.260000
7019,997587,4987935.0,2022-12-12 16:57:20.935000
7020,997721,4988605.0,2022-12-12 16:57:21.605000
7021,997858,4989290.0,2022-12-12 16:57:22.290000
7022,997993,4989965.0,2022-12-12 16:57:22.965000
7023,998128,4990640.0,2022-12-12 16:57:23.640000
7024,998282,4991410.0,2022-12-12 16:57:24.410000
7025,998432,4992160.0,2022-12-12 16:57:25.160000
7026,998583,4992915.0,2022-12-12 16:57:25.915000
7027,998723,4993615.0,2022-12-12 16:57:26.615000
7028,998863,4994315.0,2022-12-12 16:57:27.315000
7029,999003,4995015.0,2022-12-12 16:57:28.015000
7030,999140,4995700.0,2022-12-12 16:57:28.700000
7031,999274,4996370.0,2022-12-12 16:57:29.370000
7032,999409,4997045.0,2022-12-12 16:57:30.045000
7033,999544,4997720.0,2022-12-12 16:57:30.720000
7034,999676,4998380.0,2022-12-12 16:57:31.380000
7035,999807,4999035.0,2022-12-12 16:57:32.035000
7036,999940,4999700.0,2022-12-12 16:57:32.700000
7037,1000075,5000375.0,2022-12-12 16:57:33.375000
7038,1000206,5001030.0,2022-12-12 16:57:34.030000
7039,1000337,5001685.0,2022-12-12 16:57:34.685000
7040,1000470,5002350.0,2022-12-12 16:57:35.350000
7041,1000603,5003015.0,2022-12-12 16:57:36.015000
7042,1000734,5003670.0,2022-12-12 16:57:36.670000
7043,1000866,5004330.0,2022-12-12 16:57:37.330000
7044,1001000,5005000.0,2022-12-12 16:57:38
7045,1001155,5005775.0,2022-12-12 16:57:38.775000
7046,1001304,5006520.0,2022-12-12 16:57:39.520000
7047,1001441,5007205.0,2022-12-12 16:57:40.205000
7048,1001574,5007870.0,2022-12-12 16:57:40.870000
7049,1001707,5008535.0,2022-12-12 16:57:41.535000
7050,1001842,5009210.0,2022-12-12 16:57:42.210000
7051,1001976,5009880.0,2022-12-12 16:57:42.880000
7052,1002109,5010545.0,2022-12-12 16:57:43.545000
7053,1002242,5011210.0,2022-12-12 16:57:44.210000
7054,1002375,5011875.0,2022-12-12 16:57:44.875000
7055,1002508,5012540.0,2022-12-12 16:57:45.540000
7056,1002644,5013220.0,2022-12-12 16:57:46.220000
7057,1002795,5013975.0,2022-12-12 16:57:46.975000
7058,1002926,5014630.0,2022-12-12 16:57:47.630000
7059,1003059,5015295.0,2022-12-12 16:57:48.295000
7060,1003188,5015940.0,2022-12-12 16:57:48.940000
7061,1003317,5016585.0,2022-12-12 16:57:49.585000
7062,1003455,5017275.0,2022-12-12 16:57:50.275000
7063,1003608,5018040.0,2022-12-12 16:57:51.040000
7064,1003747,5018735.0,2022-12-12 16:57:51.735000
7065,1003903,5019515.0,2022-12-12 16:57:52.515000
7066,1004052,5020260.0,2022-12-12 16:57:53.260000
7067,1004194,5020970.0,2022-12-12 16:57:53.970000
7068,1004336,5021680.0,2022-12-12 16:57:54.680000
7069,1004480,5022400.0,2022-12-12 16:57:55.400000
7070,1004618,5023090.0,2022-12-12 16:57:56.090000
7071,1004756,5023780.0,2022-12-12 16:57:56.780000
7072,1004894,5024470.0,2022-12-12 16:57:57.470000
7073,1005029,5025145.0,2022-12-12 16:57:58.145000
7074,1005167,5025835.0,2022-12-12 16:57:58.835000
7075,1005305,5026525.0,2022-12-12 16:57:59.525000
7076,1005442,5027210.0,2022-12-12 16:58:00.210000
7077,1005598,5027990.0,2022-12-12 16:58:00.990000
7078,1005741,5028705.0,2022-12-12 16:58:01.705000
7079,1005875,5029375.0,2022-12-12 16:58:02.375000
7080,1006011,5030055.0,2022-12-12 16:58:03.055000
7081,1006172,5030860.0,2022-12-12 16:58:03.860000
7082,1006340,5031700.0,2022-12-12 16:58:04.700000
7083,1006491,5032455.0,2022-12-12 16:58:05.455000
7084,1006634,5033170.0,2022-12-12 16:58:06.170000
7085,1006772,5033860.0,2022-12-12 16:58:06.860000
7086,1006912,5034560.0,2022-12-12 16:58:07.560000
7087,1007051,5035255.0,2022-12-12 16:58:08.255000
7088,1007184,5035920.0,2022-12-12 16:58:08.920000
7089,1007315,5036575.0,2022-12-12 16:58:09.575000
7090,1007448,5037240.0,2022-12-12 16:58:10.240000
7091,1007585,5037925.0,2022-12-12 16:58:10.925000
7092,1007719,5038595.0,2022-12-12 16:58:11.595000
7093,1007850,5039250.0,2022-12-12 16:58:12.250000
7094,1007981,5039905.0,2022-12-12 16:58:12.905000
7095,1008138,5040690.0,2022-12-12 16:58:13.690000
7096,1008301,5041505.0,2022-12-12 16:58:14.505000
7097,1008465,5042325.0,2022-12-12 16:58:15.325000
7098,1008629,5043145.0,2022-12-12 16:58:16.145000
7099,1008796,5043980.0,2022-12-12 16:58:16.980000
7100,1008949,5044745.0,2022-12-12 16:58:17.745000
7101,1009095,5045475.0,2022-12-12 16:58:18.475000
7102,1009237,5046185.0,2022-12-12 16:58:19.185000
7103,1009380,5046900.0,2022-12-12 16:58:19.900000
7104,1009516,5047580.0,2022-12-12 16:58:20.580000
7105,1009655,5048275.0,2022-12-12 16:58:21.275000
7106,1009809,5049045.0,2022-12-12 16:58:22.045000
7107,1009954,5049770.0,2022-12-12 16:58:22.770000
7108,1010106,5050530.0,2022-12-12 16:58:23.530000
7109,1010246,5051230.0,2022-12-12 16:58:24.230000
7110,1010385,5051925.0,2022-12-12 16:58:24.925000
7111,1010520,5052600.0,2022-12-12 16:58:25.600000
7112,1010654,5053270.0,2022-12-12 16:58:26.270000
7113,1010792,5053960.0,2022-12-12 16:58:26.960000
7114,1010950,5054750.0,2022-12-12 16:58:27.750000
7115,1011107,5055535.0,2022-12-12 16:58:28.535000
7116,1011246,5056230.0,2022-12-12 16:58:29.230000
7117,1011380,5056900.0,2022-12-12 16:58:29.900000
7118,1011510,5057550.0,2022-12-12 16:58:30.550000
7119,1011660,5058300.0,2022-12-12 16:58:31.300000
7120,1011795,5058975.0,2022-12-12 16:58:31.975000
7121,1011933,5059665.0,2022-12-12 16:58:32.665000
7122,1012068,5060340.0,2022-12-12 16:58:33.340000
7123,1012200,5061000.0,2022-12-12 16:58:34
7124,1012329,5061645.0,2022-12-12 16:58:34.645000
7125,1012456,5062280.0,2022-12-12 16:58:35.280000
7126,1012584,5062920.0,2022-12-12 16:58:35.920000
7127,1012715,5063575.0,2022-12-12 16:58:36.575000
7128,1012851,5064255.0,2022-12-12 16:58:37.255000
7129,1012986,5064930.0,2022-12-12 16:58:37.930000
7130,1013120,5065600.0,2022-12-12 16:58:38.600000
7131,1013251,5066255.0,2022-12-12 16:58:39.255000
7132,1013382,5066910.0,2022-12-12 16:58:39.910000
7133,1013518,5067590.0,2022-12-12 16:58:40.590000
7134,1013650,5068250.0,2022-12-12 16:58:41.250000
7135,1013785,5068925.0,2022-12-12 16:58:41.925000
7136,1013919,5069595.0,2022-12-12 16:58:42.595000
7137,1014049,5070245.0,2022-12-12 16:58:43.245000
7138,1014177,5070885.0,2022-12-12 16:58:43.885000
7139,1014308,5071540.0,2022-12-12 16:58:44.540000
7140,1014438,5072190.0,2022-12-12 16:58:45.190000
7141,1014566,5072830.0,2022-12-12 16:58:45.830000
7142,1014692,5073460.0,2022-12-12 16:58:46.460000
7143,1014820,5074100.0,2022-12-12 16:58:47.100000
7144,1014948,5074740.0,2022-12-12 16:58:47.740000
7145,1015075,5075375.0,2022-12-12 16:58:48.375000
7146,1015212,5076060.0,2022-12-12 16:58:49.060000
7147,1015358,5076790.0,2022-12-12 16:58:49.790000
7148,1015496,5077480.0,2022-12-12 16:58:50.480000
7149,1015633,5078165.0,2022-12-12 16:58:51.165000
7150,1015765,5078825.0,2022-12-12 16:58:51.825000
7151,1015894,5079470.0,2022-12-12 16:58:52.470000
7152,1016024,5080120.0,2022-12-12 16:58:53.120000
7153,1016157,5080785.0,2022-12-12 16:58:53.785000
7154,1016285,5081425.0,2022-12-12 16:58:54.425000
7155,1016413,5082065.0,2022-12-12 16:58:55.065000
7156,1016542,5082710.0,2022-12-12 16:58:55.710000
7157,1016670,5083350.0,2022-12-12 16:58:56.350000
7158,1016796,5083980.0,2022-12-12 16:58:56.980000
7159,1016924,5084620.0,2022-12-12 16:58:57.620000
7160,1017102,5085510.0,2022-12-12 16:58:58.510000
7161,1017276,5086380.0,2022-12-12 16:58:59.380000
7162,1017451,5087255.0,2022-12-12 16:59:00.255000
7163,1017600,5088000.0,2022-12-12 16:59:01
7164,1017732,5088660.0,2022-12-12 16:59:01.660000
7165,1017861,5089305.0,2022-12-12 16:59:02.305000
7166,1017989,5089945.0,2022-12-12 16:59:02.945000
7167,1018119,5090595.0,2022-12-12 16:59:03.595000
7168,1018251,5091255.0,2022-12-12 16:59:04.255000
7169,1018380,5091900.0,2022-12-12 16:59:04.900000
7170,1018507,5092535.0,2022-12-12 16:59:05.535000
7171,1018638,5093190.0,2022-12-12 16:59:06.190000
7172,1018774,5093870.0,2022-12-12 16:59:06.870000
7173,1018909,5094545.0,2022-12-12 16:59:07.545000
7174,1019043,5095215.0,2022-12-12 16:59:08.215000
7175,1019197,5095985.0,2022-12-12 16:59:08.985000
7176,1019347,5096735.0,2022-12-12 16:59:09.735000
7177,1019483,5097415.0,2022-12-12 16:59:10.415000
7178,1019614,5098070.0,2022-12-12 16:59:11.070000
7179,1019747,5098735.0,2022-12-12 16:59:11.735000
7180,1019878,5099390.0,2022-12-12 16:59:12.390000
7181,1020008,5100040.0,2022-12-12 16:59:13.040000
7182,1020135,5100675.0,2022-12-12 16:59:13.675000
7183,1020262,5101310.0,2022-12-12 16:59:14.310000
7184,1020390,5101950.0,2022-12-12 16:59:14.950000
7185,1020520,5102600.0,2022-12-12 16:59:15.600000
7186,1020646,5103230.0,2022-12-12 16:59:16.230000
7187,1020773,5103865.0,2022-12-12 16:59:16.865000
7188,1020901,5104505.0,2022-12-12 16:59:17.505000
7189,1021028,5105140.0,2022-12-12 16:59:18.140000
7190,1021153,5105765.0,2022-12-12 16:59:18.765000
7191,1021283,5106415.0,2022-12-12 16:59:19.415000
7192,1021429,5107145.0,2022-12-12 16:59:20.145000
7193,1021565,5107825.0,2022-12-12 16:59:20.825000
7194,1021704,5108520.0,2022-12-12 16:59:21.520000
7195,1021857,5109285.0,2022-12-12 16:59:22.285000
7196,1022006,5110030.0,2022-12-12 16:59:23.030000
7197,1022146,5110730.0,2022-12-12 16:59:23.730000
7198,1022283,5111415.0,2022-12-12 16:59:24.415000
7199,1022424,5112120.0,2022-12-12 16:59:25.120000
7200,1022574,5112870.0,2022-12-12 16:59:25.870000
7201,1022709,5113545.0,2022-12-12 16:59:26.545000
7202,1022846,5114230.0,2022-12-12 16:59:27.230000
7203,1022996,5114980.0,2022-12-12 16:59:27.980000
7204,1023139,5115695.0,2022-12-12 16:59:28.695000
7205,1023278,5116390.0,2022-12-12 16:59:29.390000
7206,1023413,5117065.0,2022-12-12 16:59:30.065000
7207,1023550,5117750.0,2022-12-12 16:59:30.750000
7208,1023704,5118520.0,2022-12-12 16:59:31.520000
7209,1023850,5119250.0,2022-12-12 16:59:32.250000
7210,1023987,5119935.0,2022-12-12 16:59:32.935000
7211,1024129,5120645.0,2022-12-12 16:59:33.645000
7212,1024285,5121425.0,2022-12-12 16:59:34.425000
7213,1024437,5122185.0,2022-12-12 16:59:35.185000
7214,1024582,5122910.0,2022-12-12 16:59:35.910000
7215,1024727,5123635.0,2022-12-12 16:59:36.635000
7216,1024880,5124400.0,2022-12-12 16:59:37.400000
7217,1025027,5125135.0,2022-12-12 16:59:38.135000
7218,1025165,5125825.0,2022-12-12 16:59:38.825000
7219,1025308,5126540.0,2022-12-12 16:59:39.540000
7220,1025462,5127310.0,2022-12-12 16:59:40.310000
7221,1025612,5128060.0,2022-12-12 16:59:41.060000
7222,1025753,5128765.0,2022-12-12 16:59:41.765000
7223,1025896,5129480.0,2022-12-12 16:59:42.480000
7224,1026052,5130260.0,2022-12-12 16:59:43.260000
7225,1026200,5131000.0,2022-12-12 16:59:44
7226,1026339,5131695.0,2022-12-12 16:59:44.695000
7227,1026491,5132455.0,2022-12-12 16:59:45.455000
7228,1026641,5133205.0,2022-12-12 16:59:46.205000
7229,1026788,5133940.0,2022-12-12 16:59:46.940000
7230,1026947,5134735.0,2022-12-12 16:59:47.735000
7231,1027112,5135560.0,2022-12-12 16:59:48.560000
7232,1027267,5136335.0,2022-12-12 16:59:49.335000
7233,1027424,5137120.0,2022-12-12 16:59:50.120000
7234,1027576,5137880.0,2022-12-12 16:59:50.880000
7235,1027716,5138580.0,2022-12-12 16:59:51.580000
7236,1027854,5139270.0,2022-12-12 16:59:52.270000
7237,1027990,5139950.0,2022-12-12 16:59:52.950000
7238,1028129,5140645.0,2022-12-12 16:59:53.645000
7239,1028301,5141505.0,2022-12-12 16:59:54.505000
7240,1028478,5142390.0,2022-12-12 16:59:55.390000
7241,1028652,5143260.0,2022-12-12 16:59:56.260000
7242,1028826,5144130.0,2022-12-12 16:59:57.130000
7243,1029005,5145025.0,2022-12-12 16:59:58.025000
7244,1029191,5145955.0,2022-12-12 16:59:58.955000
7245,1029371,5146855.0,2022-12-12 16:59:59.855000
7246,1029522,5147610.0,2022-12-12 17:00:00.610000
7247,1029657,5148285.0,2022-12-12 17:00:01.285000
7248,1029792,5148960.0,2022-12-12 17:00:01.960000
7249,1029930,5149650.0,2022-12-12 17:00:02.650000
7250,1030069,5150345.0,2022-12-12 17:00:03.345000
7251,1030208,5151040.0,2022-12-12 17:00:04.040000
7252,1030349,5151745.0,2022-12-12 17:00:04.745000
7253,1030488,5152440.0,2022-12-12 17:00:05.440000
7254,1030640,5153200.0,2022-12-12 17:00:06.200000
7255,1030804,5154020.0,2022-12-12 17:00:07.020000
7256,1030963,5154815.0,2022-12-12 17:00:07.815000
7257,1031113,5155565.0,2022-12-12 17:00:08.565000
7258,1031257,5156285.0,2022-12-12 17:00:09.285000
7259,1031397,5156985.0,2022-12-12 17:00:09.985000
7260,1031533,5157665.0,2022-12-12 17:00:10.665000
7261,1031666,5158330.0,2022-12-12 17:00:11.330000
7262,1031800,5159000.0,2022-12-12 17:00:12
7263,1031938,5159690.0,2022-12-12 17:00:12.690000
7264,1032072,5160360.0,2022-12-12 17:00:13.360000
7265,1032203,5161015.0,2022-12-12 17:00:14.015000
7266,1032338,5161690.0,2022-12-12 17:00:14.690000
7267,1032474,5162370.0,2022-12-12 17:00:15.370000
7268,1032607,5163035.0,2022-12-12 17:00:16.035000
7269,1032735,5163675.0,2022-12-12 17:00:16.675000
7270,1032887,5164435.0,2022-12-12 17:00:17.435000
7271,1033026,5165130.0,2022-12-12 17:00:18.130000
7272,1033164,5165820.0,2022-12-12 17:00:18.820000
7273,1033298,5166490.0,2022-12-12 17:00:19.490000
7274,1033428,5167140.0,2022-12-12 17:00:20.140000
7275,1033562,5167810.0,2022-12-12 17:00:20.810000
7276,1033697,5168485.0,2022-12-12 17:00:21.485000
7277,1033828,5169140.0,2022-12-12 17:00:22.140000
7278,1033958,5169790.0,2022-12-12 17:00:22.790000
7279,1034089,5170445.0,2022-12-12 17:00:23.445000
7280,1034223,5171115.0,2022-12-12 17:00:24.115000
7281,1034356,5171780.0,2022-12-12 17:00:24.780000
7282,1034508,5172540.0,2022-12-12 17:00:25.540000
7283,1034663,5173315.0,2022-12-12 17:00:26.315000
7284,1034813,5174065.0,2022-12-12 17:00:27.065000
7285,1034950,5174750.0,2022-12-12 17:00:27.750000
7286,1035083,5175415.0,2022-12-12 17:00:28.415000
7287,1035216,5176080.0,2022-12-12 17:00:29.080000
7288,1035352,5176760.0,2022-12-12 17:00:29.760000
7289,1035488,5177440.0,2022-12-12 17:00:30.440000
7290,1035624,5178120.0,2022-12-12 17:00:31.120000
7291,1035781,5178905.0,2022-12-12 17:00:31.905000
7292,1035932,5179660.0,2022-12-12 17:00:32.660000
7293,1036072,5180360.0,2022-12-12 17:00:33.360000
7294,1036223,5181115.0,2022-12-12 17:00:34.115000
7295,1036362,5181810.0,2022-12-12 17:00:34.810000
7296,1036502,5182510.0,2022-12-12 17:00:35.510000
7297,1036637,5183185.0,2022-12-12 17:00:36.185000
7298,1036768,5183840.0,2022-12-12 17:00:36.840000
7299,1036921,5184605.0,2022-12-12 17:00:37.605000
7300,1037064,5185320.0,2022-12-12 17:00:38.320000
7301,1037200,5186000.0,2022-12-12 17:00:39
7302,1037332,5186660.0,2022-12-12 17:00:39.660000
7303,1037462,5187310.0,2022-12-12 17:00:40.310000
7304,1037592,5187960.0,2022-12-12 17:00:40.960000
7305,1037727,5188635.0,2022-12-12 17:00:41.635000
7306,1037861,5189305.0,2022-12-12 17:00:42.305000
7307,1038010,5190050.0,2022-12-12 17:00:43.050000
7308,1038140,5190700.0,2022-12-12 17:00:43.700000
7309,1038268,5191340.0,2022-12-12 17:00:44.340000
7310,1038402,5192010.0,2022-12-12 17:00:45.010000
7311,1038551,5192755.0,2022-12-12 17:00:45.755000
7312,1038683,5193415.0,2022-12-12 17:00:46.415000
7313,1038815,5194075.0,2022-12-12 17:00:47.075000
7314,1038944,5194720.0,2022-12-12 17:00:47.720000
7315,1039077,5195385.0,2022-12-12 17:00:48.385000
7316,1039226,5196130.0,2022-12-12 17:00:49.130000
7317,1039355,5196775.0,2022-12-12 17:00:49.775000
7318,1039484,5197420.0,2022-12-12 17:00:50.420000
7319,1039613,5198065.0,2022-12-12 17:00:51.065000
7320,1039760,5198800.0,2022-12-12 17:00:51.800000
7321,1039897,5199485.0,2022-12-12 17:00:52.485000
7322,1040048,5200240.0,2022-12-12 17:00:53.240000
7323,1040183,5200915.0,2022-12-12 17:00:53.915000
7324,1040337,5201685.0,2022-12-12 17:00:54.685000
7325,1040497,5202485.0,2022-12-12 17:00:55.485000
7326,1040650,5203250.0,2022-12-12 17:00:56.250000
7327,1040797,5203985.0,2022-12-12 17:00:56.985000
7328,1040937,5204685.0,2022-12-12 17:00:57.685000
7329,1041088,5205440.0,2022-12-12 17:00:58.440000
7330,1041324,5206620.0,2022-12-12 17:00:59.620000
7331,1041552,5207760.0,2022-12-12 17:01:00.760000
7332,1041698,5208490.0,2022-12-12 17:01:01.490000
7333,1041830,5209150.0,2022-12-12 17:01:02.150000
7334,1041965,5209825.0,2022-12-12 17:01:02.825000
7335,1042117,5210585.0,2022-12-12 17:01:03.585000
7336,1042277,5211385.0,2022-12-12 17:01:04.385000
7337,1042445,5212225.0,2022-12-12 17:01:05.225000
7338,1042615,5213075.0,2022-12-12 17:01:06.075000
7339,1042777,5213885.0,2022-12-12 17:01:06.885000
7340,1042929,5214645.0,2022-12-12 17:01:07.645000
7341,1043078,5215390.0,2022-12-12 17:01:08.390000
7342,1043222,5216110.0,2022-12-12 17:01:09.110000
7343,1043361,5216805.0,2022-12-12 17:01:09.805000
7344,1043500,5217500.0,2022-12-12 17:01:10.500000
7345,1043654,5218270.0,2022-12-12 17:01:11.270000
7346,1043797,5218985.0,2022-12-12 17:01:11.985000
